NO,TYPE,DEFINE1,DEFINE2
4091,NEGTB1.0-13,,
4092,NEGTB1.0-15,,
4093,NEGTB1.0-20,,
4094,NEGTB1.5-10,,
4095,NEGTB1.5-13,,
4096,NEGTB1.5-15,,
4097,NEGTB2.0-10,,
4098,NEGTS1.0-13,,
4099,NEGTS1.0-15,,
4100,NEGTS1.0-20,,
4101,NEGTS1.5-10,,
4102,NEGTS1.5-13,,
4103,NEGTS1.5-15,,
4104,NEGTS2.0-10,,
4105,NEGKN1.0-13,,
4106,NEGKN1.0-15,,
4107,NEGKN1.0-20,,
4108,NEGKN1.5-10,,
4109,NEGKN1.5-13,,
4110,NEGKN1.5-15,,
4111,NEGKN2.0-10,,
4112,NEGKB1.0-13,,
4113,NEGKB1.0-15,,
4114,NEGKB1.0-20,,
4115,NEGKB1.5-10,,
4116,NEGKB1.5-13,,
4117,NEGKB1.5-15,,
4118,NEGKB2.0-10,,
4119,NEGKS1.0-13,,
4120,NEGKS1.0-15,,
4121,NEGKS1.0-20,,
4122,NEGKS1.5-10,,
4123,NEGKS1.5-13,,
4124,NEGKS1.5-15,,
4125,NEGKS2.0-10,,
4126,GEABD1.0-20,,
4127,GEABD1.0-24,,
4128,GEABD1.0-25,,
4129,GEABD1.0-30,,
4130,GEABD1.0-35,,
4131,GEABD1.5-15,,
4132,GEABD1.5-16,,
4133,GEABD1.5-20,,
4134,GEABD2.0-15,,
4135,GEABDB1.0-20,,
4136,GEABDB1.0-24,,
4137,GEABDB1.0-25,,
4138,GEABDB1.0-30,,
4139,GEABDB1.0-35,,
4140,GEABDB1.5-15,,
4141,GEABDB1.5-16,,
4142,GEABDB1.5-20,,
4143,GEABDB2.0-15,,
4144,GEABDG1.0-20,,
4145,GEABDG1.0-24,,
4146,GEABDG1.0-25,,
4147,GEABDG1.0-30,,
4148,GEABDG1.0-35,,
4149,GEABDG1.5-15,,
4150,GEABDG1.5-16,,
4151,GEABDG1.5-20,,
4152,GEABDG2.0-15,,
4153,GEAL1.0-35-10-G,,
4154,GEAL1.0-36-10-G,,
4155,GEAL1.5-20-15-E,,
4156,GEAL1.5-20-15-G,,
4157,GEAL2.0-15-20-E,,
4158,GEAL2.0-15-20-F,,
4159,GEAL2.0-15-20-G,,
4160,GEALB1.0-35-10-G,,
4161,GEALB1.0-36-10-G,,
4162,GEALB1.5-20-15-E,,
4163,GEALB1.5-20-15-G,,
4164,GEALB2.0-15-20-E,,
4165,GEALB2.0-15-20-F,,
4166,GEALB2.0-15-20-G,,
4167,GEALG1.0-35-10-G,,
4168,GEALG1.0-36-10-G,,
4169,GEALG1.5-20-15-E,,
4170,GEALG1.5-20-15-G,,
4171,GEALG2.0-15-20-E,,
4172,GEALG2.0-15-20-F,,
4173,GEALG2.0-15-20-G,,
4174,GEAHF0.5-36-3,,
4175,GEAHF0.5-40-2,,
4176,GEAHF0.5-42-2,,
4177,GEAHF0.5-45-2,,
4178,GEAHF0.5-48-2,,
4179,GEAHF0.5-50-2,,
4180,GEAHF0.5-52-2,,
4181,GEAHF0.5-60-2,,
4182,GEAHF0.5-70-2,,
4183,GEAHF0.8-24-7,,
4184,GEAHF0.8-25-7,,
4185,GEAHF0.8-28-7,,
4186,GEAHF0.8-30-7,,
4187,GEAHF0.8-32-5,,
4188,GEAHF0.8-36-5,,
4189,GEAHF0.8-40-5,,
4190,GEAHF0.8-45-5,,
4191,GEAHF1.0-20-12,,
4192,GEAHF1.0-21-12,,
4193,GEAHF1.0-22-12,,
4194,GEAHF1.0-23-12,,
4195,GEAHF1.0-24-12,,
4196,GEAHF1.0-25-12,,
4197,GEAHF1.0-26-12,,
4198,GEAHF1.0-27-12,,
4199,GEAHF1.0-28-12,,
4200,GEAHF1.0-29-12,,
4201,GEAHF1.0-30-12,,
4202,GEAHF1.0-32-10,,
4203,GEAHF1.0-34-10,,
4204,GEAHF1.0-35-10,,
4205,GEAHF1.0-36-10,,
4206,GEAHF1.5-20-15,,
4207,GEAHF1.5-21-15,,
4208,GEAHF1.5-22-15,,
4209,GEAHF1.5-23-15,,
4210,GEABN0.5-36-3,,
4211,GEABN0.5-40-2,,
4212,GEABN0.5-42-2,,
4213,GEABN0.5-45-2,,
4214,GEABN0.5-48-2,,
4215,GEABN0.5-50-2,,
4216,GEABN0.5-52-2,,
4217,GEABN0.5-60-2,,
4218,GEABN0.5-70-2,,
4219,GEABB0.5-36-3,,
4220,GEABB0.5-40-2,,
4221,GEABB0.5-42-2,,
4222,GEABB0.5-45-2,,
4223,GEABB0.5-48-2,,
4224,GEABB0.5-50-2,,
4225,GEABB0.5-52-2,,
4226,GEABB0.5-60-2,,
4227,GEABB0.5-70-2,,
4228,GEABG0.5-36-3,,
4229,GEABG0.5-40-2,,
4230,GEABG0.5-42-2,,
4231,GEABG0.5-45-2,,
4232,GEABG0.5-48-2,,
4233,GEABG0.5-50-2,,
4234,GEABG0.5-52-2,,
4235,GEABG0.5-60-2,,
4236,GEABG0.5-70-2,,
4237,GEABS0.5-36-3,,
4238,GEABS0.5-40-2,,
4239,GEABS0.5-42-2,,
4240,GEABS0.5-45-2,,
4241,GEABS0.5-48-2,,
4242,GEABS0.5-50-2,,
4243,GEABS0.5-52-2,,
4244,GEABS0.5-60-2,,
4245,GEABS0.5-70-2,,
4246,GEABN0.8-24-5,,
4247,GEABN0.8-24-7,,
4248,GEABN0.8-25-5,,
4249,GEABN0.8-25-7,,
4250,GEABN0.8-28-5,,
4251,GEABN0.8-28-7,,
4252,GEABN0.8-30-5,,
4253,GEABN0.8-30-7,,
4254,GEABN0.8-32-5,,
4255,GEABN0.8-36-5,,
4256,GEABN0.8-40-5,,
4257,GEABN0.8-45-5,,
4258,GEABB0.8-24-5,,
4259,GEABB0.8-24-7,,
4260,GEABB0.8-25-5,,
4261,GEABB0.8-25-7,,
4262,GEABB0.8-28-5,,
4263,GEABB0.8-28-7,,
4264,GEABB0.8-30-5,,
4265,GEABB0.8-30-7,,
4266,GEABB0.8-32-5,,
4267,GEABB0.8-36-5,,
4268,GEABB0.8-40-5,,
4269,GEABB0.8-45-5,,
4270,GEABG0.8-24-5,,
4271,GEABG0.8-24-7,,
4272,GEABG0.8-25-5,,
4273,GEABG0.8-25-7,,
4274,GEABG0.8-28-5,,
4275,GEABG0.8-28-7,,
4276,GEABG0.8-30-5,,
4277,GEABG0.8-30-7,,
4278,GEABG0.8-32-5,,
4279,GEABG0.8-36-5,,
4280,GEABG0.8-40-5,,
4281,GEABG0.8-45-5,,
4282,GEABS0.8-24-5,,
4283,GEABS0.8-24-7,,
4284,GEABS0.8-25-5,,
4285,GEABS0.8-25-7,,
4286,GEABS0.8-28-5,,
4287,GEABS0.8-28-7,,
4288,GEABS0.8-30-5,,
4289,GEABS0.8-30-7,,
4290,GEABS0.8-32-5,,
4291,GEABS0.8-36-5,,
4292,GEABS0.8-40-5,,
4293,GEABS0.8-45-5,,
4294,GEAHB1.0-17-10,,
4295,GEAHB1.0-18-10,,
4296,GEAHB1.0-19-10,,
4297,GEAHB1.0-20-10,,
4298,GEAHB1.0-21-10,,
4299,GEAHB1.0-22-10,,
4300,GEAHB1.0-23-10,,
4301,GEAHB1.0-24-10,,
4302,GEAHB1.0-25-10,,
4303,GEAHB1.0-26-10,,
4304,GEAHB1.0-27-10,,
4305,GEAHB1.0-28-10,,
4306,GEAHB1.0-29-10,,
4307,GEAHB1.0-30-10,,
4308,GEAHB1.0-17-12,,
4309,GEAHB1.0-18-12,,
4310,GEAHB1.0-19-12,,
4311,GEAHB1.0-20-12,,
4312,GEAHB1.0-21-12,,
4313,GEAHB1.0-22-12,,
4314,GEAHB1.0-23-12,,
4315,GEAHB1.0-24-12,,
4316,GEAHB1.0-25-12,,
4317,GEAHB1.0-26-12,,
4318,GEAHB1.0-27-12,,
4319,GEAHB1.0-28-12,,
4320,GEAHB1.0-29-12,,
4321,GEAHB1.0-30-12,,
4322,GEAHB1.0-32-10,,
4323,GEAHB1.0-34-10,,
4324,GEAHB1.0-35-10,,
4325,GEAHB1.0-36-10,,
4326,GEAHBB1.0-17-10,,
4327,GEAHBB1.0-18-10,,
4328,GEAHBB1.0-19-10,,
4329,GEAHBB1.0-20-10,,
4330,GEAHBB1.0-21-10,,
4331,GEAHBB1.0-22-10,,
4332,GEAHBB1.0-23-10,,
4333,GEAHBB1.0-24-10,,
4334,GEAHBB1.0-25-10,,
4335,GEAHBB1.0-26-10,,
4336,GEAHBB1.0-27-10,,
4337,GEAHBB1.0-28-10,,
4338,GEAHBB1.0-29-10,,
4339,GEAHBB1.0-30-10,,
4340,GEAHBB1.0-17-12,,
4341,GEAHBB1.0-18-12,,
4342,GEAHBB1.0-19-12,,
4343,GEAHBB1.0-20-12,,
4344,GEAHBB1.0-21-12,,
4345,GEAHBB1.0-22-12,,
4346,GEAHBB1.0-23-12,,
4347,GEAHBB1.0-24-12,,
4348,GEAHBB1.0-25-12,,
4349,GEAHBB1.0-26-12,,
4350,GEAHBB1.0-27-12,,
4351,GEAHBB1.0-28-12,,
4352,GEAHBB1.0-29-12,,
4353,GEAHBB1.0-30-12,,
4354,GEAHBB1.0-32-10,,
4355,GEAHBB1.0-34-10,,
4356,GEAHBB1.0-35-10,,
4357,GEAHBB1.0-36-10,,
4358,GEAHBG1.0-17-10,,
4359,GEAHBG1.0-18-10,,
4360,GEAHBG1.0-19-10,,
4361,GEAHBG1.0-20-10,,
4362,GEAHBG1.0-21-10,,
4363,GEAHBG1.0-22-10,,
4364,GEAHBG1.0-23-10,,
4365,GEAHBG1.0-24-10,,
4366,GEAHBG1.0-25-10,,
4367,GEAHBG1.0-26-10,,
4368,GEAHBG1.0-27-10,,
4369,GEAHBG1.0-28-10,,
4370,GEAHBG1.0-29-10,,
4371,GEAHBG1.0-30-10,,
4372,GEAHBG1.0-17-12,,
4373,GEAHBG1.0-18-12,,
4374,GEAHBG1.0-19-12,,
4375,GEAHBG1.0-20-12,,
4376,GEAHBG1.0-21-12,,
4377,GEAHBG1.0-22-12,,
4378,GEAHBG1.0-23-12,,
4379,GEAHBG1.0-24-12,,
4380,GEAHBG1.0-25-12,,
4381,GEAHBG1.0-26-12,,
4382,GEAHBG1.0-27-12,,
4383,GEAHBG1.0-28-12,,
4384,GEAHBG1.0-29-12,,
4385,GEAHBG1.0-30-12,,
4386,GEAHBG1.0-32-10,,
4387,GEAHBG1.0-34-10,,
4388,GEAHBG1.0-35-10,,
4389,GEAHBG1.0-36-10,,
4390,GEAHS1.0-17-10,,
4391,GEAHS1.0-18-10,,
4392,GEAHS1.0-19-10,,
4393,GEAHS1.0-20-10,,
4394,GEAHS1.0-21-10,,
4395,GEAHS1.0-22-10,,
4396,GEAHS1.0-23-10,,
4397,GEAHS1.0-24-10,,
4398,GEAHS1.0-25-10,,
4399,GEAHS1.0-26-10,,
4400,GEAHS1.0-27-10,,
4401,GEAHS1.0-28-10,,
4402,GEAHS1.0-29-10,,
4403,GEAHS1.0-30-10,,
4404,GEAHS1.0-17-12,,
4405,GEAHS1.0-18-12,,
4406,GEAHS1.0-19-12,,
4407,GEAHS1.0-20-12,,
4408,GEAHS1.0-21-12,,
4409,GEAHS1.0-22-12,,
4410,GEAHS1.0-23-12,,
4411,GEAHS1.0-24-12,,
4412,GEAHS1.0-25-12,,
4413,GEAHS1.0-26-12,,
4414,GEAHS1.0-27-12,,
4415,GEAHS1.0-28-12,,
4416,GEAHS1.0-29-12,,
4417,GEAHS1.0-30-12,,
4418,GEAHS1.0-32-10,,
4419,GEAHS1.0-34-10,,
4420,GEAHS1.0-35-10,,
4421,GEAHS1.0-36-10,,
4422,GEAB1.0-17-10,,
4423,GEAB1.0-18-10,,
4424,GEAB1.0-19-10,,
4425,GEAB1.0-20-10,,
4426,GEAB1.0-21-10,,
4427,GEAB1.0-22-10,,
4428,GEAB1.0-23-10,,
4429,GEAB1.0-24-10,,
4430,GEAB1.0-25-10,,
4431,GEAB1.0-26-10,,
4432,GEAB1.0-27-10,,
4433,GEAB1.0-28-10,,
4434,GEAB1.0-29-10,,
4435,GEAB1.0-30-10,,
4436,GEAB1.0-17-12,,
4437,GEAB1.0-18-12,,
4438,GEAB1.0-19-12,,
4439,GEAB1.0-20-12,,
4440,GEAB1.0-21-12,,
4441,GEAB1.0-22-12,,
4442,GEAB1.0-23-12,,
4443,GEAB1.0-24-12,,
4444,GEAB1.0-25-12,,
4445,GEAB1.0-26-12,,
4446,GEAB1.0-27-12,,
4447,GEAB1.0-28-12,,
4448,GEAB1.0-29-12,,
4449,GEAB1.0-30-12,,
4450,GEAB1.0-32-10,,
4451,GEAB1.0-34-10,,
4452,GEAB1.0-35-10,,
4453,GEAB1.0-36-10,,
4454,GEABB1.0-17-10,,
4455,GEABB1.0-18-10,,
4456,GEABB1.0-19-10,,
4457,GEABB1.0-20-10,,
4458,GEABB1.0-21-10,,
4459,GEABB1.0-22-10,,
4460,GEABB1.0-23-10,,
4461,GEABB1.0-24-10,,
4462,GEABB1.0-25-10,,
4463,GEABB1.0-26-10,,
4464,GEABB1.0-27-10,,
4465,GEABB1.0-28-10,,
4466,GEABB1.0-29-10,,
4467,GEABB1.0-30-10,,
4468,GEABB1.0-17-12,,
4469,GEABB1.0-18-12,,
4470,GEABB1.0-19-12,,
4471,GEABB1.0-20-12,,
4472,GEABB1.0-21-12,,
4473,GEABB1.0-22-12,,
4474,GEABB1.0-23-12,,
4475,GEABB1.0-24-12,,
4476,GEABB1.0-25-12,,
4477,GEABB1.0-26-12,,
4478,GEABB1.0-27-12,,
4479,GEABB1.0-28-12,,
4480,GEABB1.0-29-12,,
4481,GEABB1.0-30-12,,
4482,GEABB1.0-32-10,,
4483,GEABB1.0-34-10,,
4484,GEABB1.0-35-10,,
4485,GEABB1.0-36-10,,
4486,GEABG1.0-17-10,,
4487,GEABG1.0-18-10,,
4488,GEABG1.0-19-10,,
4489,GEABG1.0-20-10,,
4490,GEABG1.0-21-10,,
4491,GEABG1.0-22-10,,
4492,GEABG1.0-23-10,,
4493,GEABG1.0-24-10,,
4494,GEABG1.0-25-10,,
4495,GEABG1.0-26-10,,
4496,GEABG1.0-27-10,,
4497,GEABG1.0-28-10,,
4498,GEABG1.0-29-10,,
4499,GEABG1.0-30-10,,
4500,GEABG1.0-17-12,,
4501,GEABG1.0-18-12,,
4502,GEABG1.0-19-12,,
4503,GEABG1.0-20-12,,
4504,GEABG1.0-21-12,,
4505,GEABG1.0-22-12,,
4506,GEABG1.0-23-12,,
4507,GEABG1.0-24-12,,
4508,GEABG1.0-25-12,,
4509,GEABG1.0-26-12,,
4510,GEABG1.0-27-12,,
4511,GEABG1.0-28-12,,
4512,GEABG1.0-29-12,,
4513,GEABG1.0-30-12,,
4514,GEABG1.0-32-10,,
4515,GEABG1.0-34-10,,
4516,GEABG1.0-35-10,,
4517,GEABG1.0-36-10,,
4518,GEAS1.0-17-10,,
4519,GEAS1.0-18-10,,
4520,GEAS1.0-19-10,,
4521,GEAS1.0-20-10,,
4522,GEAS1.0-21-10,,
4523,GEAS1.0-22-10,,
4524,GEAS1.0-23-10,,
4525,GEAS1.0-24-10,,
4526,GEAS1.0-25-10,,
4527,GEAS1.0-26-10,,
4528,GEAS1.0-27-10,,
4529,GEAS1.0-28-10,,
4530,GEAS1.0-29-10,,
4531,GEAS1.0-30-10,,
4532,GEAS1.0-17-12,,
4533,GEAS1.0-18-12,,
4534,GEAS1.0-19-12,,
4535,GEAS1.0-20-12,,
4536,GEAS1.0-21-12,,
4537,GEAS1.0-22-12,,
4538,GEAS1.0-23-12,,
4539,GEAS1.0-24-12,,
4540,GEAS1.0-25-12,,
4541,GEAS1.0-26-12,,
4542,GEAS1.0-27-12,,
4543,GEAS1.0-28-12,,
4544,GEAS1.0-29-12,,
4545,GEAS1.0-30-12,,
4546,GEAS1.0-32-10,,
4547,GEAS1.0-34-10,,
4548,GEAS1.0-35-10,,
4549,GEAS1.0-36-10,,
4550,GEAKB1.0-19-10,,
4551,GEAKB1.0-20-10,,
4552,GEAKB1.0-21-10,,
4553,GEAKB1.0-22-10,,
4554,GEAKB1.0-23-10,,
4555,GEAKB1.0-24-10,,
4556,GEAKB1.0-25-10,,
4557,GEAKB1.0-26-10,,
4558,GEAKB1.0-27-10,,
4559,GEAKB1.0-28-10,,
4560,GEAKB1.0-29-10,,
4561,GEAKB1.0-30-10,,
4562,GEAKB1.0-19-12,,
4563,GEAKB1.0-20-12,,
4564,GEAKB1.0-21-12,,
4565,GEAKB1.0-22-12,,
4566,GEAKB1.0-23-12,,
4567,GEAKB1.0-24-12,,
4568,GEAKB1.0-25-12,,
4569,GEAKB1.0-26-12,,
4570,GEAKB1.0-27-12,,
4571,GEAKB1.0-28-12,,
4572,GEAKB1.0-29-12,,
4573,GEAKB1.0-30-12,,
4574,GEAKB1.0-32-10,,
4575,GEAKB1.0-34-10,,
4576,GEAKB1.0-35-10,,
4577,GEAKB1.0-36-10,,
4578,GEAKBB1.0-19-10,,
4579,GEAKBB1.0-20-10,,
4580,GEAKBB1.0-21-10,,
4581,GEAKBB1.0-22-10,,
4582,GEAKBB1.0-23-10,,
4583,GEAKBB1.0-24-10,,
4584,GEAKBB1.0-25-10,,
4585,GEAKBB1.0-26-10,,
4586,GEAKBB1.0-27-10,,
4587,GEAKBB1.0-28-10,,
4588,GEAKBB1.0-29-10,,
4589,GEAKBB1.0-30-10,,
4590,GEAKBB1.0-19-12,,
4591,GEAKBB1.0-20-12,,
4592,GEAKBB1.0-21-12,,
4593,GEAKBB1.0-22-12,,
4594,GEAKBB1.0-23-12,,
4595,GEAKBB1.0-24-12,,
4596,GEAKBB1.0-25-12,,
4597,GEAKBB1.0-26-12,,
4598,GEAKBB1.0-27-12,,
4599,GEAKBB1.0-28-12,,
4600,GEAKBB1.0-29-12,,
4601,GEAKBB1.0-30-12,,
4602,GEAKBB1.0-32-10,,
4603,GEAKBB1.0-34-10,,
4604,GEAKBB1.0-35-10,,
4605,GEAKBB1.0-36-10,,
4606,GEAKBG1.0-19-10,,
4607,GEAKBG1.0-20-10,,
4608,GEAKBG1.0-21-10,,
4609,GEAKBG1.0-22-10,,
4610,GEAKBG1.0-23-10,,
4611,GEAKBG1.0-24-10,,
4612,GEAKBG1.0-25-10,,
4613,GEAKBG1.0-26-10,,
4614,GEAKBG1.0-27-10,,
4615,GEAKBG1.0-28-10,,
4616,GEAKBG1.0-29-10,,
4617,GEAKBG1.0-30-10,,
4618,GEAKBG1.0-19-12,,
4619,GEAKBG1.0-20-12,,
4620,GEAKBG1.0-21-12,,
4621,GEAKBG1.0-22-12,,
4622,GEAKBG1.0-23-12,,
4623,GEAKBG1.0-24-12,,
4624,GEAKBG1.0-25-12,,
4625,GEAKBG1.0-26-12,,
4626,GEAKBG1.0-27-12,,
4627,GEAKBG1.0-28-12,,
4628,GEAKBG1.0-29-12,,
4629,GEAKBG1.0-30-12,,
4630,GEAKBG1.0-32-10,,
4631,GEAKBG1.0-34-10,,
4632,GEAKBG1.0-35-10,,
4633,GEAKBG1.0-36-10,,
4634,GEAKS1.0-19-10,,
4635,GEAKS1.0-20-10,,
4636,GEAKS1.0-21-10,,
4637,GEAKS1.0-22-10,,
4638,GEAKS1.0-23-10,,
4639,GEAKS1.0-24-10,,
4640,GEAKS1.0-25-10,,
4641,GEAKS1.0-26-10,,
4642,GEAKS1.0-27-10,,
4643,GEAKS1.0-28-10,,
4644,GEAKS1.0-29-10,,
4645,GEAKS1.0-30-10,,
4646,GEAKS1.0-19-12,,
4647,GEAKS1.0-20-12,,
4648,GEAKS1.0-21-12,,
4649,GEAKS1.0-22-12,,
4650,GEAKS1.0-23-12,,
4651,GEAKS1.0-24-12,,
4652,GEAKS1.0-25-12,,
4653,GEAKS1.0-26-12,,
4654,GEAKS1.0-27-12,,
4655,GEAKS1.0-28-12,,
4656,GEAKS1.0-29-12,,
4657,GEAKS1.0-30-12,,
4658,GEAKS1.0-32-10,,
4659,GEAKS1.0-34-10,,
4660,GEAKS1.0-35-10,,
4661,GEAKS1.0-36-10,,
4662,GEAHB1.0-17-6,,
4663,GEAHB1.0-18-6,,
4664,GEAHB1.0-17-8,,
4665,GEAHB1.0-18-8,,
4666,GEAHB1.0-19-6,,
4667,GEAHB1.0-20-6,,
4668,GEAHB1.0-21-6,,
4669,GEAHB1.0-22-6,,
4670,GEAHB1.0-23-6,,
4671,GEAHB1.0-24-6,,
4672,GEAHB1.0-25-6,,
4673,GEAHB1.0-26-6,,
4674,GEAHB1.0-27-6,,
4675,GEAHB1.0-28-6,,
4676,GEAHB1.0-29-6,,
4677,GEAHB1.0-30-6,,
4678,GEAHB1.0-19-8,,
4679,GEAHB1.0-20-8,,
4680,GEAHB1.0-21-8,,
4681,GEAHB1.0-22-8,,
4682,GEAHB1.0-23-8,,
4683,GEAHB1.0-24-8,,
4684,GEAHB1.0-25-8,,
4685,GEAHB1.0-26-8,,
4686,GEAHB1.0-27-8,,
4687,GEAHB1.0-28-8,,
4688,GEAHB1.0-29-8,,
4689,GEAHB1.0-30-8,,
4690,GEAHB1.0-32-6,,
4691,GEAHB1.0-34-6,,
4692,GEAHB1.0-35-6,,
4693,GEAHB1.0-36-6,,
4694,GEAHBB1.0-17-6,,
4695,GEAHBB1.0-18-6,,
4696,GEAHBB1.0-17-8,,
4697,GEAHBB1.0-18-8,,
4698,GEAHBB1.0-19-6,,
4699,GEAHBB1.0-20-6,,
4700,GEAHBB1.0-21-6,,
4701,GEAHBB1.0-22-6,,
4702,GEAHBB1.0-23-6,,
4703,GEAHBB1.0-24-6,,
4704,GEAHBB1.0-25-6,,
4705,GEAHBB1.0-26-6,,
4706,GEAHBB1.0-27-6,,
4707,GEAHBB1.0-28-6,,
4708,GEAHBB1.0-29-6,,
4709,GEAHBB1.0-30-6,,
4710,GEAHBB1.0-19-8,,
4711,GEAHBB1.0-20-8,,
4712,GEAHBB1.0-21-8,,
4713,GEAHBB1.0-22-8,,
4714,GEAHBB1.0-23-8,,
4715,GEAHBB1.0-24-8,,
4716,GEAHBB1.0-25-8,,
4717,GEAHBB1.0-26-8,,
4718,GEAHBB1.0-27-8,,
4719,GEAHBB1.0-28-8,,
4720,GEAHBB1.0-29-8,,
4721,GEAHBB1.0-30-8,,
4722,GEAHBB1.0-32-6,,
4723,GEAHBB1.0-34-6,,
4724,GEAHBB1.0-35-6,,
4725,GEAHBB1.0-36-6,,
4726,GEAHBG1.0-17-6,,
4727,GEAHBG1.0-18-6,,
4728,GEAHBG1.0-17-8,,
4729,GEAHBG1.0-18-8,,
4730,GEAHBG1.0-19-6,,
4731,GEAHBG1.0-20-6,,
4732,GEAHBG1.0-21-6,,
4733,GEAHBG1.0-22-6,,
4734,GEAHBG1.0-23-6,,
4735,GEAHBG1.0-24-6,,
4736,GEAHBG1.0-25-6,,
4737,GEAHBG1.0-26-6,,
4738,GEAHBG1.0-27-6,,
4739,GEAHBG1.0-28-6,,
4740,GEAHBG1.0-29-6,,
4741,GEAHBG1.0-30-6,,
4742,GEAHBG1.0-19-8,,
4743,GEAHBG1.0-20-8,,
4744,GEAHBG1.0-21-8,,
4745,GEAHBG1.0-22-8,,
4746,GEAHBG1.0-23-8,,
4747,GEAHBG1.0-24-8,,
4748,GEAHBG1.0-25-8,,
4749,GEAHBG1.0-26-8,,
4750,GEAHBG1.0-27-8,,
4751,GEAHBG1.0-28-8,,
4752,GEAHBG1.0-29-8,,
4753,GEAHBG1.0-30-8,,
4754,GEAHBG1.0-32-6,,
4755,GEAHBG1.0-34-6,,
4756,GEAHBG1.0-35-6,,
4757,GEAHBG1.0-36-6,,
4758,GEAHS1.0-17-6,,
4759,GEAHS1.0-18-6,,
4760,GEAHS1.0-17-8,,
4761,GEAHS1.0-18-8,,
4762,GEAHS1.0-19-6,,
4763,GEAHS1.0-20-6,,
4764,GEAHS1.0-21-6,,
4765,GEAHS1.0-22-6,,
4766,GEAHS1.0-23-6,,
4767,GEAHS1.0-24-6,,
4768,GEAHS1.0-25-6,,
4769,GEAHS1.0-26-6,,
4770,GEAHS1.0-27-6,,
4771,GEAHS1.0-28-6,,
4772,GEAHS1.0-29-6,,
4773,GEAHS1.0-30-6,,
4774,GEAHS1.0-19-8,,
4775,GEAHS1.0-20-8,,
4776,GEAHS1.0-21-8,,
4777,GEAHS1.0-22-8,,
4778,GEAHS1.0-23-8,,
4779,GEAHS1.0-24-8,,
4780,GEAHS1.0-25-8,,
4781,GEAHS1.0-26-8,,
4782,GEAHS1.0-27-8,,
4783,GEAHS1.0-28-8,,
4784,GEAHS1.0-29-8,,
4785,GEAHS1.0-30-8,,
4786,GEAHS1.0-32-6,,
4787,GEAHS1.0-34-6,,
4788,GEAHS1.0-35-6,,
4789,GEAHS1.0-36-6,,
4790,GEAB1.0-17-6,,
4791,GEAB1.0-18-6,,
4792,GEAB1.0-17-8,,
4793,GEAB1.0-18-8,,
4794,GEAB1.0-19-6,,
4795,GEAB1.0-20-6,,
4796,GEAB1.0-21-6,,
4797,GEAB1.0-22-6,,
4798,GEAB1.0-23-6,,
4799,GEAB1.0-24-6,,
4800,GEAB1.0-25-6,,
4801,GEAB1.0-26-6,,
4802,GEAB1.0-27-6,,
4803,GEAB1.0-28-6,,
4804,GEAB1.0-29-6,,
4805,GEAB1.0-30-6,,
4806,GEAB1.0-19-8,,
4807,GEAB1.0-20-8,,
4808,GEAB1.0-21-8,,
4809,GEAB1.0-22-8,,
4810,GEAB1.0-23-8,,
4811,GEAB1.0-24-8,,
4812,GEAB1.0-25-8,,
4813,GEAB1.0-26-8,,
4814,GEAB1.0-27-8,,
4815,GEAB1.0-28-8,,
4816,GEAB1.0-29-8,,
4817,GEAB1.0-30-8,,
4818,GEAB1.0-32-6,,
4819,GEAB1.0-34-6,,
4820,GEAB1.0-35-6,,
4821,GEAB1.0-36-6,,
4822,GEABB1.0-17-6,,
4823,GEABB1.0-18-6,,
4824,GEABB1.0-17-8,,
4825,GEABB1.0-18-8,,
4826,GEABB1.0-19-6,,
4827,GEABB1.0-20-6,,
4828,GEABB1.0-21-6,,
4829,GEABB1.0-22-6,,
4830,GEABB1.0-23-6,,
4831,GEABB1.0-24-6,,
4832,GEABB1.0-25-6,,
4833,GEABB1.0-26-6,,
4834,GEABB1.0-27-6,,
4835,GEABB1.0-28-6,,
4836,GEABB1.0-29-6,,
4837,GEABB1.0-30-6,,
4838,GEABB1.0-19-8,,
4839,GEABB1.0-20-8,,
4840,GEABB1.0-21-8,,
4841,GEABB1.0-22-8,,
4842,GEABB1.0-23-8,,
4843,GEABB1.0-24-8,,
4844,GEABB1.0-25-8,,
4845,GEABB1.0-26-8,,
4846,GEABB1.0-27-8,,
4847,GEABB1.0-28-8,,
4848,GEABB1.0-29-8,,
4849,GEABB1.0-30-8,,
4850,GEABB1.0-32-6,,
4851,GEABB1.0-34-6,,
4852,GEABB1.0-35-6,,
4853,GEABB1.0-36-6,,
4854,GEABG1.0-17-6,,
4855,GEABG1.0-18-6,,
4856,GEABG1.0-17-8,,
4857,GEABG1.0-18-8,,
4858,GEABG1.0-19-6,,
4859,GEABG1.0-20-6,,
4860,GEABG1.0-21-6,,
4861,GEABG1.0-22-6,,
4862,GEABG1.0-23-6,,
4863,GEABG1.0-24-6,,
4864,GEABG1.0-25-6,,
4865,GEABG1.0-26-6,,
4866,GEABG1.0-27-6,,
4867,GEABG1.0-28-6,,
4868,GEABG1.0-29-6,,
4869,GEABG1.0-30-6,,
4870,GEABG1.0-19-8,,
4871,GEABG1.0-20-8,,
4872,GEABG1.0-21-8,,
4873,GEABG1.0-22-8,,
4874,GEABG1.0-23-8,,
4875,GEABG1.0-24-8,,
4876,GEABG1.0-25-8,,
4877,GEABG1.0-26-8,,
4878,GEABG1.0-27-8,,
4879,GEABG1.0-28-8,,
