NO,TYPE,DEFINE1,DEFINE2
85860303,CKFQSAMG4,,
85860304,CKFQSAMG5,,
85860305,CKFQSAMG6,,
85860306,CKFQSAMG8,,
85860307,CKFQSAMG10,,
85860308,CKFQSAMG12,,
85860309,CKFQSAMG13,,
85860310,CKFQSAMG16,,
85860311,CKFQSAMG20,,
85860401,CKFQSAMH2,,
85860402,CKFQSAMH3,,
85860403,CKFQSAMH4,,
85860404,CKFQSAMH5,,
85860405,CKFQSAMH6,,
85860406,CKFQSAMH8,,
85860407,CKFQSAMH10,,
85860408,CKFQSAMH12,,
85860409,CKFQSAMH13,,
85860410,CKFQSAMH16,,
85860411,CKFQSAMH20,,
85860501,CKFQSAPS2,,
85860502,CKFQSAPS3,,
85860503,CKFQSAPS4,,
85860504,CKFQSAPS5,,
85860505,CKFQSAPS6,,
85860506,CKFQSAPS8,,
85860507,CKFQSAPS10,,
85860508,CKFQSAPS12,,
85860509,CKFQSAPS13,,
85860510,CKFQSAPS16,,
85860511,CKFQSAPS20,,
85860601,CKFQSAPM2,,
85860602,CKFQSAPM3,,
85860603,CKFQSAPM4,,
85860604,CKFQSAPM5,,
85860605,CKFQSAPM6,,
85860606,CKFQSAPM8,,
85860607,CKFQSAPM10,,
85860608,CKFQSAPM12,,
85860609,CKFQSAPM13,,
85860610,CKFQSAPM16,,
85860611,CKFQSAPM20,,
85860701,CKFQSAPP2,,
85860702,CKFQSAPP3,,
85860703,CKFQSAPP4,,
85860704,CKFQSAPP5,,
85860705,CKFQSAPP6,,
85860706,CKFQSAPP8,,
85860707,CKFQSAPP10,,
85860708,CKFQSAPP12,,
85860709,CKFQSAPP13,,
85860710,CKFQSAPP16,,
85860711,CKFQSAPP20,,
85860801,CKFQSAPG2,,
85860802,CKFQSAPG3,,
85860803,CKFQSAPG4,,
85860804,CKFQSAPG5,,
85860805,CKFQSAPG6,,
85860806,CKFQSAPG8,,
85860807,CKFQSAPG10,,
85860808,CKFQSAPG12,,
85860809,CKFQSAPG13,,
85860810,CKFQSAPG16,,
85860811,CKFQSAPG20,,
85860901,CKFQSAPH2,,
85860902,CKFQSAPH3,,
85860903,CKFQSAPH4,,
85860904,CKFQSAPH5,,
85860905,CKFQSAPH6,,
85860906,CKFQSAPH8,,
85860907,CKFQSAPH10,,
85860908,CKFQSAPH12,,
85860909,CKFQSAPH13,,
85860910,CKFQSAPH16,,
85860911,CKFQSAPH20,,
85861001,CKFQSAGS2,,
85861002,CKFQSAGS3,,
85861003,CKFQSAGS4,,
85861004,CKFQSAGS5,,
85861005,CKFQSAGS6,,
85861006,CKFQSAGS8,,
85861007,CKFQSAGS10,,
85861008,CKFQSAGS12,,
85861009,CKFQSAGS13,,
85861010,CKFQSAGS16,,
85861011,CKFQSAGS20,,
85861101,CKFQSAGM2,,
85861102,CKFQSAGM3,,
85861103,CKFQSAGM4,,
85861104,CKFQSAGM5,,
85861105,CKFQSAGM6,,
85861106,CKFQSAGM8,,
85861107,CKFQSAGM10,,
85861108,CKFQSAGM12,,
85861109,CKFQSAGM13,,
85861110,CKFQSAGM16,,
85861111,CKFQSAGM20,,
85861201,CKFQSAGP2,,
85861202,CKFQSAGP3,,
85861203,CKFQSAGP4,,
85861204,CKFQSAGP5,,
85861205,CKFQSAGP6,,
85861206,CKFQSAGP8,,
85861207,CKFQSAGP10,,
85861208,CKFQSAGP12,,
85861209,CKFQSAGP13,,
85861210,CKFQSAGP16,,
85861211,CKFQSAGP20,,
85861301,CKFQSAGG2,,
85861302,CKFQSAGG3,,
85861303,CKFQSAGG4,,
85861304,CKFQSAGG5,,
85861305,CKFQSAGG6,,
85861306,CKFQSAGG8,,
85861307,CKFQSAGG10,,
85861308,CKFQSAGG12,,
85861309,CKFQSAGG13,,
85861310,CKFQSAGG16,,
85861311,CKFQSAGG20,,
85861401,CKFQSAGH2,,
85861402,CKFQSAGH3,,
85861403,CKFQSAGH4,,
85861404,CKFQSAGH5,,
85861405,CKFQSAGH6,,
85861406,CKFQSAGH8,,
85861407,CKFQSAGH10,,
85861408,CKFQSAGH12,,
85861409,CKFQSAGH13,,
85861410,CKFQSAGH16,,
85861411,CKFQSAGH20,,
85861501,CKFQSAHS2,,
85861502,CKFQSAHS3,,
85861503,CKFQSAHS4,,
85861504,CKFQSAHS5,,
85861505,CKFQSAHS6,,
85861506,CKFQSAHS8,,
85861507,CKFQSAHS10,,
85861508,CKFQSAHS12,,
85861509,CKFQSAHS13,,
85861510,CKFQSAHS16,,
85861511,CKFQSAHS20,,
85861601,CKFQSAHM2,,
85861602,CKFQSAHM3,,
85861603,CKFQSAHM4,,
85861604,CKFQSAHM5,,
85861605,CKFQSAHM6,,
85861606,CKFQSAHM8,,
85861607,CKFQSAHM10,,
85861608,CKFQSAHM12,,
85861609,CKFQSAHM13,,
85861610,CKFQSAHM16,,
85861611,CKFQSAHM20,,
85861701,CKFQSAHP2,,
85861702,CKFQSAHP3,,
85861703,CKFQSAHP4,,
85861704,CKFQSAHP5,,
85861705,CKFQSAHP6,,
85861706,CKFQSAHP8,,
85861707,CKFQSAHP10,,
85861708,CKFQSAHP12,,
85861709,CKFQSAHP13,,
85861710,CKFQSAHP16,,
85861711,CKFQSAHP20,,
85861801,CKFQSAHG2,,
85861802,CKFQSAHG3,,
85861803,CKFQSAHG4,,
85861804,CKFQSAHG5,,
85861805,CKFQSAHG6,,
85861806,CKFQSAHG8,,
85861807,CKFQSAHG10,,
85861808,CKFQSAHG12,,
85861809,CKFQSAHG13,,
85861810,CKFQSAHG16,,
85861811,CKFQSAHG20,,
85861901,CKFQSAHH2,,
85861902,CKFQSAHH3,,
85861903,CKFQSAHH4,,
85861904,CKFQSAHH5,,
85861905,CKFQSAHH6,,
85861906,CKFQSAHH8,,
85861907,CKFQSAHH10,,
85861908,CKFQSAHH12,,
85861909,CKFQSAHH13,,
85861910,CKFQSAHH16,,
85861911,CKFQSAHH20,,
85862001,CKFQSAMA2,,
85862002,CKFQSAMA3,,
85862003,CKFQSAMA4,,
85862004,CKFQSAMA5,,
85862005,CKFQSAMA6,,
85862006,CKFQSAMA8,,
85862007,CKFQSAMA10,,
85862008,CKFQSAMA12,,
85862009,CKFQSAMA13,,
85862010,CKFQSAMA16,,
85862011,CKFQSAMA20,,
85862012,CKFQSAMB2,,
85862013,CKFQSAMB3,,
85862014,CKFQSAMB4,,
85862015,CKFQSAMB5,,
85862016,CKFQSAMB6,,
85862017,CKFQSAMB8,,
85862018,CKFQSAMB10,,
85862019,CKFQSAMB12,,
85862020,CKFQSAMB13,,
85862021,CKFQSAMB16,,
85862022,CKFQSAMB20,,
85862023,CKFQSAPA2,,
85862024,CKFQSAPA3,,
85862025,CKFQSAPA4,,
85862026,CKFQSAPA5,,
85862027,CKFQSAPA6,,
85862028,CKFQSAPA8,,
85862029,CKFQSAPA10,,
85862030,CKFQSAPA12,,
85862031,CKFQSAPA13,,
85862032,CKFQSAPA16,,
85862033,CKFQSAPA20,,
85862034,CKFQSAPB2,,
85862035,CKFQSAPB3,,
85862036,CKFQSAPB4,,
85862037,CKFQSAPB5,,
85862038,CKFQSAPB6,,
85862039,CKFQSAPB8,,
85862040,CKFQSAPB10,,
85862041,CKFQSAPB12,,
85862042,CKFQSAPB13,,
85862043,CKFQSAPB16,,
85862044,CKFQSAPB20,,
85862045,CKFQSAGA2,,
85862046,CKFQSAGA3,,
85862047,CKFQSAGA4,,
85862048,CKFQSAGA5,,
85862049,CKFQSAGA6,,
85862050,CKFQSAGA8,,
85862051,CKFQSAGA10,,
85862052,CKFQSAGA12,,
85862053,CKFQSAGA13,,
85862054,CKFQSAGA16,,
85862055,CKFQSAGA20,,
85862056,CKFQSAGB2,,
85862057,CKFQSAGB3,,
85862058,CKFQSAGB4,,
85862059,CKFQSAGB5,,
85862060,CKFQSAGB6,,
85862061,CKFQSAGB8,,
85862062,CKFQSAGB10,,
85862063,CKFQSAGB12,,
85862064,CKFQSAGB13,,
85862065,CKFQSAGB16,,
85862066,CKFQSAGB20,,
85862067,CKFQSAHA2,,
85862068,CKFQSAHA3,,
85862069,CKFQSAHA4,,
85862070,CKFQSAHA5,,
85862071,CKFQSAHA6,,
85862072,CKFQSAHA8,,
85862073,CKFQSAHA10,,
85862074,CKFQSAHA12,,
85862075,CKFQSAHA13,,
85862076,CKFQSAHA16,,
85862077,CKFQSAHA20,,
85862078,CKFQSAHB2,,
85862079,CKFQSAHB3,,
85862080,CKFQSAHB4,,
85862081,CKFQSAHB5,,
85862082,CKFQSAHB6,,
85862083,CKFQSAHB8,,
85862084,CKFQSAHB10,,
85862085,CKFQSAHB12,,
85862086,CKFQSAHB13,,
85862087,CKFQSAHB16,,
85862088,CKFQSAHB20,,
85862089,CKFQSAAS2,,
85862090,CKFQSAAS3,,
85862091,CKFQSAAS4,,
85862092,CKFQSAAS5,,
85862093,CKFQSAAS6,,
85862094,CKFQSAAS8,,
85862095,CKFQSAAS10,,
85862096,CKFQSAAS12,,
85862097,CKFQSAAS13,,
85862098,CKFQSAAS16,,
85862099,CKFQSAAS20,,
85862100,CKFQSAAM2,,
85862101,CKFQSAAM3,,
85862102,CKFQSAAM4,,
85862103,CKFQSAAM5,,
85862104,CKFQSAAM6,,
85862105,CKFQSAAM8,,
85862106,CKFQSAAM10,,
85862107,CKFQSAAM12,,
85862108,CKFQSAAM13,,
85862109,CKFQSAAM16,,
85862110,CKFQSAAM20,,
85862111,CKFQSAAP2,,
85862112,CKFQSAAP3,,
85862113,CKFQSAAP4,,
85862114,CKFQSAAP5,,
85862115,CKFQSAAP6,,
85862116,CKFQSAAP8,,
85862117,CKFQSAAP10,,
85862118,CKFQSAAP12,,
85862119,CKFQSAAP13,,
85862120,CKFQSAAP16,,
85862121,CKFQSAAP20,,
85862122,CKFQSAAG2,,
85862123,CKFQSAAG3,,
85862124,CKFQSAAG4,,
85862125,CKFQSAAG5,,
85862126,CKFQSAAG6,,
85862127,CKFQSAAG8,,
85862128,CKFQSAAG10,,
85862129,CKFQSAAG12,,
85862130,CKFQSAAG13,,
85862131,CKFQSAAG16,,
85862132,CKFQSAAG20,,
85862133,CKFQSAAH2,,
85862134,CKFQSAAH3,,
85862135,CKFQSAAH4,,
85862136,CKFQSAAH5,,
85862137,CKFQSAAH6,,
85862138,CKFQSAAH8,,
85862139,CKFQSAAH10,,
85862140,CKFQSAAH12,,
85862141,CKFQSAAH13,,
85862142,CKFQSAAH16,,
85862143,CKFQSAAH20,,
85862144,CKFQSAAA2,,
85862145,CKFQSAAA3,,
85862146,CKFQSAAA4,,
85862147,CKFQSAAA5,,
85862148,CKFQSAAA6,,
85862149,CKFQSAAA8,,
85862150,CKFQSAAA10,,
85862151,CKFQSAAA12,,
85862152,CKFQSAAA13,,
85862153,CKFQSAAA16,,
85862154,CKFQSAAA20,,
85862155,CKFQSAAB2,,
85862156,CKFQSAAB3,,
85862157,CKFQSAAB4,,
85862158,CKFQSAAB5,,
85862159,CKFQSAAB6,,
85862160,CKFQSAAB8,,
85862161,CKFQSAAB10,,
85862162,CKFQSAAB12,,
85862163,CKFQSAAB13,,
85862164,CKFQSAAB16,,
85862165,CKFQSAAB20,,
85862166,CKFQSABS2,,
85862167,CKFQSABS3,,
85862168,CKFQSABS4,,
85862169,CKFQSABS5,,
85862170,CKFQSABS6,,
85862171,CKFQSABS8,,
85862172,CKFQSABS10,,
85862173,CKFQSABS12,,
85862174,CKFQSABS13,,
85862175,CKFQSABS16,,
85862176,CKFQSABS20,,
85862177,CKFQSABM2,,
85862178,CKFQSABM3,,
85862179,CKFQSABM4,,
85862180,CKFQSABM5,,
85862181,CKFQSABM6,,
85862182,CKFQSABM8,,
85862183,CKFQSABM10,,
85862184,CKFQSABM12,,
85862185,CKFQSABM13,,
85862186,CKFQSABM16,,
85862187,CKFQSABM20,,
85862188,CKFQSABP2,,
85862189,CKFQSABP3,,
85862190,CKFQSABP4,,
85862191,CKFQSABP5,,
85862192,CKFQSABP6,,
85862193,CKFQSABP8,,
85862194,CKFQSABP10,,
85862195,CKFQSABP12,,
85862196,CKFQSABP13,,
85862197,CKFQSABP16,,
85862198,CKFQSABP20,,
85862199,CKFQSABG2,,
85862200,CKFQSABG3,,
85862201,CKFQSABG4,,
85862202,CKFQSABG5,,
85862203,CKFQSABG6,,
85862204,CKFQSABG8,,
85862205,CKFQSABG10,,
85862206,CKFQSABG12,,
85862207,CKFQSABG13,,
85862208,CKFQSABG16,,
85862209,CKFQSABG20,,
85862210,CKFQSABH2,,
85862211,CKFQSABH3,,
85862212,CKFQSABH4,,
85862213,CKFQSABH5,,
85862214,CKFQSABH6,,
85862215,CKFQSABH8,,
85862216,CKFQSABH10,,
85862217,CKFQSABH12,,
85862218,CKFQSABH13,,
85862219,CKFQSABH16,,
85862220,CKFQSABH20,,
85862221,CKFQSABA2,,
85862222,CKFQSABA3,,
85862223,CKFQSABA4,,
85862224,CKFQSABA5,,
85862225,CKFQSABA6,,
85862226,CKFQSABA8,,
85862227,CKFQSABA10,,
85862228,CKFQSABA12,,
85862229,CKFQSABA13,,
85862230,CKFQSABA16,,
85862231,CKFQSABA20,,
85862232,CKFQSABB2,,
85862233,CKFQSABB3,,
85862234,CKFQSABB4,,
85862235,CKFQSABB5,,
85862236,CKFQSABB6,,
85862237,CKFQSABB8,,
85862238,CKFQSABB10,,
85862239,CKFQSABB12,,
85862240,CKFQSABB13,,
85862241,CKFQSABB16,,
85862242,CKFQSABB20,,
85870001,KFQSDMS4,,
85870002,KFQSDMS5,,
85870003,KFQSDMS6,,
85870004,KFQSDMS8,,
85870005,KFQSDMS10,,
85870006,KFQSDMS12,,
85870007,KFQSDMS13,,
85870008,KFQSDMS16,,
85870009,KFQSDMS20,,
85870101,KFQSDMM4,,
85870102,KFQSDMM5,,
85870103,KFQSDMM6,,
85870104,KFQSDMM8,,
85870105,KFQSDMM10,,
85870106,KFQSDMM12,,
85870107,KFQSDMM13,,
85870108,KFQSDMM16,,
85870109,KFQSDMM20,,
85870201,KFQSDMP4,,
85870202,KFQSDMP5,,
85870203,KFQSDMP6,,
85870204,KFQSDMP8,,
85870205,KFQSDMP10,,
85870206,KFQSDMP12,,
85870207,KFQSDMP13,,
85870208,KFQSDMP16,,
85870209,KFQSDMP20,,
85870301,KFQSDMG4,,
85870302,KFQSDMG5,,
85870303,KFQSDMG6,,
85870304,KFQSDMG8,,
85870305,KFQSDMG10,,
85870306,KFQSDMG12,,
85870307,KFQSDMG13,,
85870308,KFQSDMG16,,
85870309,KFQSDMG20,,
85870401,KFQSDMH4,,
85870402,KFQSDMH5,,
85870403,KFQSDMH6,,
85870404,KFQSDMH8,,
85870405,KFQSDMH10,,
85870406,KFQSDMH12,,
85870407,KFQSDMH13,,
85870408,KFQSDMH16,,
85870409,KFQSDMH20,,
85870501,KFQSDPS4,,
85870502,KFQSDPS5,,
85870503,KFQSDPS6,,
85870504,KFQSDPS8,,
85870505,KFQSDPS10,,
85870506,KFQSDPS12,,
85870507,KFQSDPS13,,
85870508,KFQSDPS16,,
85870509,KFQSDPS20,,
85870601,KFQSDPM4,,
85870602,KFQSDPM5,,
85870603,KFQSDPM6,,
85870604,KFQSDPM8,,
85870605,KFQSDPM10,,
85870606,KFQSDPM12,,
85870607,KFQSDPM13,,
85870608,KFQSDPM16,,
85870609,KFQSDPM20,,
85870701,KFQSDPP4,,
85870702,KFQSDPP5,,
85870703,KFQSDPP6,,
85870704,KFQSDPP8,,
85870705,KFQSDPP10,,
85870706,KFQSDPP12,,
85870707,KFQSDPP13,,
85870708,KFQSDPP16,,
85870709,KFQSDPP20,,
85870801,KFQSDPG4,,
85870802,KFQSDPG5,,
85870803,KFQSDPG6,,
85870804,KFQSDPG8,,
85870805,KFQSDPG10,,
85870806,KFQSDPG12,,
85870807,KFQSDPG13,,
85870808,KFQSDPG16,,
85870809,KFQSDPG20,,
85870901,KFQSDPH4,,
85870902,KFQSDPH5,,
85870903,KFQSDPH6,,
85870904,KFQSDPH8,,
85870905,KFQSDPH10,,
85870906,KFQSDPH12,,
85870907,KFQSDPH13,,
85870908,KFQSDPH16,,
85870909,KFQSDPH20,,
85871001,KFQSDGS4,,
85871002,KFQSDGS5,,
85871003,KFQSDGS6,,
85871004,KFQSDGS8,,
85871005,KFQSDGS10,,
85871006,KFQSDGS12,,
85871007,KFQSDGS13,,
85871008,KFQSDGS16,,
85871009,KFQSDGS20,,
85871101,KFQSDGM4,,
85871102,KFQSDGM5,,
85871103,KFQSDGM6,,
85871104,KFQSDGM8,,
85871105,KFQSDGM10,,
85871106,KFQSDGM12,,
85871107,KFQSDGM13,,
85871108,KFQSDGM16,,
85871109,KFQSDGM20,,
85871201,KFQSDGP4,,
85871202,KFQSDGP5,,
85871203,KFQSDGP6,,
85871204,KFQSDGP8,,
85871205,KFQSDGP10,,
85871206,KFQSDGP12,,
85871207,KFQSDGP13,,
85871208,KFQSDGP16,,
85871209,KFQSDGP20,,
85871301,KFQSDGG4,,
85871302,KFQSDGG5,,
85871303,KFQSDGG6,,
85871304,KFQSDGG8,,
85871305,KFQSDGG10,,
85871306,KFQSDGG12,,
85871307,KFQSDGG13,,
85871308,KFQSDGG16,,
85871309,KFQSDGG20,,
85871401,KFQSDGH4,,
85871402,KFQSDGH5,,
85871403,KFQSDGH6,,
85871404,KFQSDGH8,,
85871405,KFQSDGH10,,
85871406,KFQSDGH12,,
85871407,KFQSDGH13,,
85871408,KFQSDGH16,,
85871409,KFQSDGH20,,
85871501,KFQSDHS4,,
85871502,KFQSDHS5,,
85871503,KFQSDHS6,,
85871504,KFQSDHS8,,
85871505,KFQSDHS10,,
85871506,KFQSDHS12,,
85871507,KFQSDHS13,,
85871508,KFQSDHS16,,
85871509,KFQSDHS20,,
85871601,KFQSDHM4,,
85871602,KFQSDHM5,,
85871603,KFQSDHM6,,
85871604,KFQSDHM8,,
85871605,KFQSDHM10,,
85871606,KFQSDHM12,,
85871607,KFQSDHM13,,
85871608,KFQSDHM16,,
85871609,KFQSDHM20,,
85871701,KFQSDHP4,,
85871702,KFQSDHP5,,
85871703,KFQSDHP6,,
85871704,KFQSDHP8,,
85871705,KFQSDHP10,,
85871706,KFQSDHP12,,
85871707,KFQSDHP13,,
85871708,KFQSDHP16,,
85871709,KFQSDHP20,,
85871801,KFQSDHG4,,
85871802,KFQSDHG5,,
85871803,KFQSDHG6,,
85871804,KFQSDHG8,,
85871805,KFQSDHG10,,
85871806,KFQSDHG12,,
85871807,KFQSDHG13,,
85871808,KFQSDHG16,,
85871809,KFQSDHG20,,
85871901,KFQSDHH4,,
85871902,KFQSDHH5,,
85871903,KFQSDHH6,,
85871904,KFQSDHH8,,
85871905,KFQSDHH10,,
85871906,KFQSDHH12,,
85871907,KFQSDHH13,,
85871908,KFQSDHH16,,
85871909,KFQSDHH20,,
85872001,KFQSDMA4,,
85872002,KFQSDMA5,,
85872003,KFQSDMA6,,
85872004,KFQSDMA8,,
85872005,KFQSDMA10,,
85872006,KFQSDMA12,,
85872007,KFQSDMA13,,
85872008,KFQSDMA16,,
85872009,KFQSDMA20,,
85872010,KFQSDMB4,,
85872011,KFQSDMB5,,
85872012,KFQSDMB6,,
85872013,KFQSDMB8,,
85872014,KFQSDMB10,,
85872015,KFQSDMB12,,
85872016,KFQSDMB13,,
85872017,KFQSDMB16,,
85872018,KFQSDMB20,,
85872019,KFQSDPA4,,
85872020,KFQSDPA5,,
85872021,KFQSDPA6,,
85872022,KFQSDPA8,,
85872023,KFQSDPA10,,
85872024,KFQSDPA12,,
85872025,KFQSDPA13,,
85872026,KFQSDPA16,,
85872027,KFQSDPA20,,
85872028,KFQSDPB4,,
85872029,KFQSDPB5,,
85872030,KFQSDPB6,,
85872031,KFQSDPB8,,
85872032,KFQSDPB10,,
85872033,KFQSDPB12,,
85872034,KFQSDPB13,,
85872035,KFQSDPB16,,
85872036,KFQSDPB20,,
85872037,KFQSDGA4,,
85872038,KFQSDGA5,,
85872039,KFQSDGA6,,
85872040,KFQSDGA8,,
85872041,KFQSDGA10,,
85872042,KFQSDGA12,,
85872043,KFQSDGA13,,
85872044,KFQSDGA16,,
85872045,KFQSDGA20,,
85872046,KFQSDGB4,,
85872047,KFQSDGB5,,
85872048,KFQSDGB6,,
85872049,KFQSDGB8,,
85872050,KFQSDGB10,,
85872051,KFQSDGB12,,
85872052,KFQSDGB13,,
85872053,KFQSDGB16,,
85872054,KFQSDGB20,,
85872055,KFQSDHA4,,
85872056,KFQSDHA5,,
85872057,KFQSDHA6,,
85872058,KFQSDHA8,,
85872059,KFQSDHA10,,
85872060,KFQSDHA12,,
85872061,KFQSDHA13,,
85872062,KFQSDHA16,,
85872063,KFQSDHA20,,
85872064,KFQSDHB4,,
85872065,KFQSDHB5,,
85872066,KFQSDHB6,,
85872067,KFQSDHB8,,
85872068,KFQSDHB10,,
85872069,KFQSDHB12,,
85872070,KFQSDHB13,,
85872071,KFQSDHB16,,
85872072,KFQSDHB20,,
85872073,KFQSDAS4,,
85872074,KFQSDAS5,,
85872075,KFQSDAS6,,
85872076,KFQSDAS8,,
85872077,KFQSDAS10,,
85872078,KFQSDAS12,,
85872079,KFQSDAS13,,
85872080,KFQSDAS16,,
85872081,KFQSDAS20,,
85872082,KFQSDAM4,,
85872083,KFQSDAM5,,
85872084,KFQSDAM6,,
85872085,KFQSDAM8,,
85872086,KFQSDAM10,,
85872087,KFQSDAM12,,
85872088,KFQSDAM13,,
85872089,KFQSDAM16,,
85872090,KFQSDAM20,,
85872091,KFQSDAP4,,
85872092,KFQSDAP5,,
85872093,KFQSDAP6,,
85872094,KFQSDAP8,,
85872095,KFQSDAP10,,
85872096,KFQSDAP12,,
85872097,KFQSDAP13,,
85872098,KFQSDAP16,,
85872099,KFQSDAP20,,
85872100,KFQSDAG4,,
85872101,KFQSDAG5,,
85872102,KFQSDAG6,,
85872103,KFQSDAG8,,
85872104,KFQSDAG10,,
85872105,KFQSDAG12,,
85872106,KFQSDAG13,,
85872107,KFQSDAG16,,
85872108,KFQSDAG20,,
85872109,KFQSDAH4,,
85872110,KFQSDAH5,,
85872111,KFQSDAH6,,
85872112,KFQSDAH8,,
85872113,KFQSDAH10,,
85872114,KFQSDAH12,,
85872115,KFQSDAH13,,
85872116,KFQSDAH16,,
85872117,KFQSDAH20,,
85872118,KFQSDAA4,,
85872119,KFQSDAA5,,
85872120,KFQSDAA6,,
85872121,KFQSDAA8,,
85872122,KFQSDAA10,,
85872123,KFQSDAA12,,
85872124,KFQSDAA13,,
85872125,KFQSDAA16,,
85872126,KFQSDAA20,,
85872127,KFQSDAB4,,
85872128,KFQSDAB5,,
85872129,KFQSDAB6,,
85872130,KFQSDAB8,,
85872131,KFQSDAB10,,
85872132,KFQSDAB12,,
85872133,KFQSDAB13,,
85872134,KFQSDAB16,,
85872135,KFQSDAB20,,
85872136,KFQSDBS4,,
85872137,KFQSDBS5,,
85872138,KFQSDBS6,,
85872139,KFQSDBS8,,
85872140,KFQSDBS10,,
85872141,KFQSDBS12,,
85872142,KFQSDBS13,,
85872143,KFQSDBS16,,
85872144,KFQSDBS20,,
85872145,KFQSDBM4,,
85872146,KFQSDBM5,,
85872147,KFQSDBM6,,
85872148,KFQSDBM8,,
85872149,KFQSDBM10,,
85872150,KFQSDBM12,,
85872151,KFQSDBM13,,
85872152,KFQSDBM16,,
85872153,KFQSDBM20,,
85872154,KFQSDBP4,,
85872155,KFQSDBP5,,
85872156,KFQSDBP6,,
85872157,KFQSDBP8,,
85872158,KFQSDBP10,,
85872159,KFQSDBP12,,
85872160,KFQSDBP13,,
85872161,KFQSDBP16,,
85872162,KFQSDBP20,,
85872163,KFQSDBG4,,
85872164,KFQSDBG5,,
85872165,KFQSDBG6,,
85872166,KFQSDBG8,,
85872167,KFQSDBG10,,
85872168,KFQSDBG12,,
85872169,KFQSDBG13,,
85872170,KFQSDBG16,,
85872171,KFQSDBG20,,
85872172,KFQSDBH4,,
85872173,KFQSDBH5,,
85872174,KFQSDBH6,,
85872175,KFQSDBH8,,
85872176,KFQSDBH10,,
85872177,KFQSDBH12,,
85872178,KFQSDBH13,,
85872179,KFQSDBH16,,
85872180,KFQSDBH20,,
85872181,KFQSDBA4,,
85872182,KFQSDBA5,,
85872183,KFQSDBA6,,
85872184,KFQSDBA8,,
85872185,KFQSDBA10,,
85872186,KFQSDBA12,,
85872187,KFQSDBA13,,
85872188,KFQSDBA16,,
85872189,KFQSDBA20,,
85872190,KFQSDBB4,,
85872191,KFQSDBB5,,
85872192,KFQSDBB6,,
85872193,KFQSDBB8,,
85872194,KFQSDBB10,,
85872195,KFQSDBB12,,
85872196,KFQSDBB13,,
85872197,KFQSDBB16,,
85872198,KFQSDBB20,,
85880001,SKFQSDMS4,,
85880002,SKFQSDMS5,,
85880003,SKFQSDMS6,,
85880004,SKFQSDMS8,,
85880005,SKFQSDMS10,,
85880006,SKFQSDMS12,,
85880007,SKFQSDMS13,,
85880008,SKFQSDMS16,,
85880009,SKFQSDMS20,,
85880101,SKFQSDMM4,,
85880102,SKFQSDMM5,,
85880103,SKFQSDMM6,,
85880104,SKFQSDMM8,,
85880105,SKFQSDMM10,,
85880106,SKFQSDMM12,,
85880107,SKFQSDMM13,,
85880108,SKFQSDMM16,,
85880109,SKFQSDMM20,,
85880201,SKFQSDMP4,,
85880202,SKFQSDMP5,,
85880203,SKFQSDMP6,,
85880204,SKFQSDMP8,,
85880205,SKFQSDMP10,,
85880206,SKFQSDMP12,,
85880207,SKFQSDMP13,,
85880208,SKFQSDMP16,,
85880209,SKFQSDMP20,,
85880301,SKFQSDMG4,,
85880302,SKFQSDMG5,,
85880303,SKFQSDMG6,,
85880304,SKFQSDMG8,,
85880305,SKFQSDMG10,,
85880306,SKFQSDMG12,,
85880307,SKFQSDMG13,,
85880308,SKFQSDMG16,,
85880309,SKFQSDMG20,,
85880401,SKFQSDMH4,,
85880402,SKFQSDMH5,,
85880403,SKFQSDMH6,,
85880404,SKFQSDMH8,,
85880405,SKFQSDMH10,,
85880406,SKFQSDMH12,,
85880407,SKFQSDMH13,,
85880408,SKFQSDMH16,,
85880409,SKFQSDMH20,,
85880501,SKFQSDPS4,,
85880502,SKFQSDPS5,,
85880503,SKFQSDPS6,,
85880504,SKFQSDPS8,,
85880505,SKFQSDPS10,,
85880506,SKFQSDPS12,,
85880507,SKFQSDPS13,,
85880508,SKFQSDPS16,,
85880509,SKFQSDPS20,,
85880601,SKFQSDPM4,,
85880602,SKFQSDPM5,,
85880603,SKFQSDPM6,,
85880604,SKFQSDPM8,,
85880605,SKFQSDPM10,,
85880606,SKFQSDPM12,,
85880607,SKFQSDPM13,,
85880608,SKFQSDPM16,,
85880609,SKFQSDPM20,,
85880701,SKFQSDPP4,,
85880702,SKFQSDPP5,,
85880703,SKFQSDPP6,,
85880704,SKFQSDPP8,,
85880705,SKFQSDPP10,,
85880706,SKFQSDPP12,,
85880707,SKFQSDPP13,,
85880708,SKFQSDPP16,,
85880709,SKFQSDPP20,,
85880801,SKFQSDPG4,,
85880802,SKFQSDPG5,,
85880803,SKFQSDPG6,,
85880804,SKFQSDPG8,,
85880805,SKFQSDPG10,,
85880806,SKFQSDPG12,,
85880807,SKFQSDPG13,,
85880808,SKFQSDPG16,,
85880809,SKFQSDPG20,,
85880901,SKFQSDPH4,,
85880902,SKFQSDPH5,,
85880903,SKFQSDPH6,,
85880904,SKFQSDPH8,,
85880905,SKFQSDPH10,,
85880906,SKFQSDPH12,,
85880907,SKFQSDPH13,,
85880908,SKFQSDPH16,,
85880909,SKFQSDPH20,,
85881001,SKFQSDGS4,,
85881002,SKFQSDGS5,,
85881003,SKFQSDGS6,,
85881004,SKFQSDGS8,,
85881005,SKFQSDGS10,,
85881006,SKFQSDGS12,,
85881007,SKFQSDGS13,,
