Œ^Ž®,ƒ}ƒNƒ”Ô†,³“š,o—Í
KFFSTAGS10-P8.00-L11-B8.0,#103,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#103,,8.00
KFFSTAGS10-P8.00-L11-B8.0,#104,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#104,,11
KFFSTAGS10-P8.00-L11-B8.0,#105,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#105,,8.0
KFFSTAGS10-P8.00-L11-B8.0,#106,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#106,,0.5
KFFSTAGS10-P8.00-L11-B8.0,#107,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#107,,5
KFFSTAGS10-P8.00-L11-B8.0,#108,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#108,,1
KFFSTAGS10-P8.00-L11-B8.0,#109,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#109,,45
KFFSTAGS10-P8.00-L11-B8.0,#110,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#110,,1
KFFSTAGS10-P8.00-L11-B8.0,#111,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#112,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#112,,19.3
KFFSTAGS10-P8.00-L11-B8.0,#113,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#113,,0.15
KFFSTAGS10-P8.00-L11-B8.0,#114,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#114,,0.17
KFFSTAGS10-P8.00-L11-B8.0,#115,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#115,,0.13
KFFSTAGS10-P8.00-L11-B8.0,#116,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#116,,1.7
KFFSTAGS10-P8.00-L11-B8.0,#117,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#117,,14.5
KFFSTAGS10-P8.00-L11-B8.0,#118,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#118,,2.944
KFFSTAGS10-P8.00-L11-B8.0,#119,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#119,,9.6
KFFSTAGS10-P8.00-L11-B8.0,#120,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#121,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#121,,1.6
KFFSTAGS10-P8.00-L11-B8.0,#122,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#122,,6
KFFSTAGS10-P8.00-L11-B8.0,#123,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#124,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#125,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#125,,0.3
KFFSTAGS10-P8.00-L11-B8.0,#126,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#126,,1.78
KFFSTAGS10-P8.00-L11-B8.0,#127,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#128,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#128,,100
KFFSTAGS10-P8.00-L11-B8.0,#129,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#129,,202
KFFSTAGS10-P8.00-L11-B8.0,#130,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#130,,303
KFFSTAGS10-P8.00-L11-B8.0,#131,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#131,,1
KFFSTAGS10-P8.00-L11-B8.0,#132,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#132,,502
KFFSTAGS10-P8.00-L11-B8.0,#133,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#133,,602
KFFSTAGS10-P8.00-L11-B8.0,#134,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#134,,700
KFFSTAGS10-P8.00-L11-B8.0,#135,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#135,,800
KFFSTAGS10-P8.00-L11-B8.0,#136,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#136,,904
KFFSTAGS10-P8.00-L11-B8.0,#137,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#137,,1001
KFFSTAGS10-P8.00-L11-B8.0,#138,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#138,,1100
KFFSTAGS10-P8.00-L11-B8.0,#139,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#140,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#141,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#142,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#142,,200
KFFSTAGS10-P8.00-L11-B8.0,#143,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#143,,5000
KFFSTAGS10-P8.00-L11-B8.0,#144,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#144,,0.08
KFFSTAGS10-P8.00-L11-B8.0,#145,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#146,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#147,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#148,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#149,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#150,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#151,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#151,,1380
KFFSTAGS10-P8.00-L11-B8.0,#152,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#152,,0.13
KFFSTAGS10-P8.00-L11-B8.0,#153,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#154,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#154,,460
KFFSTAGS10-P8.00-L11-B8.0,#155,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#155,,0.14
KFFSTAGS10-P8.00-L11-B8.0,#156,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#157,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#157,,950
KFFSTAGS10-P8.00-L11-B8.0,#158,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#158,,0.8
KFFSTAGS10-P8.00-L11-B8.0,#159,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#160,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#160,,200
KFFSTAGS10-P8.00-L11-B8.0,#161,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#161,,6000
KFFSTAGS10-P8.00-L11-B8.0,#162,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#162,,0.1
KFFSTAGS10-P8.00-L11-B8.0,#163,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#164,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#164,,80
KFFSTAGS10-P8.00-L11-B8.0,#165,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#165,,3000
KFFSTAGS10-P8.00-L11-B8.0,#166,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#166,,0.1
KFFSTAGS10-P8.00-L11-B8.0,#167,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#168,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#168,,80
KFFSTAGS10-P8.00-L11-B8.0,#169,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#169,,3000
KFFSTAGS10-P8.00-L11-B8.0,#170,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#170,,0.1
KFFSTAGS10-P8.00-L11-B8.0,#171,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#172,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#172,,200
KFFSTAGS10-P8.00-L11-B8.0,#173,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#173,,4000
KFFSTAGS10-P8.00-L11-B8.0,#174,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#174,,0.12
KFFSTAGS10-P8.00-L11-B8.0,#175,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#176,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#177,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#178,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#179,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#180,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#180,,120
KFFSTAGS10-P8.00-L11-B8.0,#181,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#181,,3000
KFFSTAGS10-P8.00-L11-B8.0,#182,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#182,,0.08
KFFSTAGS10-P8.00-L11-B8.0,#183,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#184,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#184,,120
KFFSTAGS10-P8.00-L11-B8.0,#185,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#185,,2500
KFFSTAGS10-P8.00-L11-B8.0,#186,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#186,,0.1
KFFSTAGS10-P8.00-L11-B8.0,#187,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#188,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#188,,4000
KFFSTAGS10-P8.00-L11-B8.0,#189,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#189,,0.05
KFFSTAGS10-P8.00-L11-B8.0,#190,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#191,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#191,,160
KFFSTAGS10-P8.00-L11-B8.0,#192,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#192,,4000
KFFSTAGS10-P8.00-L11-B8.0,#193,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#193,,0.08
KFFSTAGS10-P8.00-L11-B8.0,#194,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#194,,1
KFFSTAGS10-P8.00-L11-B8.0,#195,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#196,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#196,,160
KFFSTAGS10-P8.00-L11-B8.0,#197,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#197,,4000
KFFSTAGS10-P8.00-L11-B8.0,#198,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#198,,0.05
KFFSTAGS10-P8.00-L11-B8.0,#199,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#199,,0.1
KFFSTAGS10-P8.00-L11-B8.0,#500,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#501,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#502,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#503,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#504,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#504,,3551
KFFSTAGS10-P8.00-L11-B8.0,#505,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#505,,22
KFFSTAGS10-P8.00-L11-B8.0,#506,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#507,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#507,,3552
KFFSTAGS10-P8.00-L11-B8.0,#508,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#508,,24
KFFSTAGS10-P8.00-L11-B8.0,#509,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#510,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#510,,3553
KFFSTAGS10-P8.00-L11-B8.0,#511,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#511,,26
KFFSTAGS10-P8.00-L11-B8.0,#512,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#513,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#513,,3551
KFFSTAGS10-P8.00-L11-B8.0,#514,,<-- is not numeric
KFFSTAGS10-P8.00-L11-B8.0,#515,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#100,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#100,,9
KFFTAMS6-P8-L8-B6,#101,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#101,,1
KFFTAMS6-P8-L8-B6,#102,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#102,,6
KFFTAMS6-P8-L8-B6,#103,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#103,,8
KFFTAMS6-P8-L8-B6,#104,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#104,,8
KFFTAMS6-P8-L8-B6,#105,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#105,,6
KFFTAMS6-P8-L8-B6,#106,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#106,,0.5
KFFTAMS6-P8-L8-B6,#107,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#107,,3
KFFTAMS6-P8-L8-B6,#108,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#108,,1
KFFTAMS6-P8-L8-B6,#109,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#109,,45
KFFTAMS6-P8-L8-B6,#110,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#110,,1
KFFTAMS6-P8-L8-B6,#111,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#112,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#112,,13.95
KFFTAMS6-P8-L8-B6,#113,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#113,,0.15
KFFTAMS6-P8-L8-B6,#114,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#114,,-0.22
KFFTAMS6-P8-L8-B6,#115,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#115,,0.17
KFFTAMS6-P8-L8-B6,#116,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#116,,1.7
KFFTAMS6-P8-L8-B6,#117,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#117,,9.5
KFFTAMS6-P8-L8-B6,#118,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#118,,1.655
KFFTAMS6-P8-L8-B6,#119,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#119,,6
KFFTAMS6-P8-L8-B6,#120,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#121,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#121,,1.6
KFFTAMS6-P8-L8-B6,#122,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#122,,6
KFFTAMS6-P8-L8-B6,#123,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#124,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#125,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#125,,0.3
KFFTAMS6-P8-L8-B6,#126,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#127,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#128,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#128,,100
KFFTAMS6-P8-L8-B6,#129,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#129,,201
KFFTAMS6-P8-L8-B6,#130,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#130,,300
KFFTAMS6-P8-L8-B6,#131,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#131,,402
KFFTAMS6-P8-L8-B6,#132,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#132,,500
KFFTAMS6-P8-L8-B6,#133,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#133,,600
KFFTAMS6-P8-L8-B6,#134,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#134,,700
KFFTAMS6-P8-L8-B6,#135,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#135,,800
KFFTAMS6-P8-L8-B6,#136,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#136,,901
KFFTAMS6-P8-L8-B6,#137,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#137,,1
KFFTAMS6-P8-L8-B6,#138,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#138,,1100
KFFTAMS6-P8-L8-B6,#139,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#140,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#141,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#142,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#142,,200
KFFTAMS6-P8-L8-B6,#143,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#143,,5000
KFFTAMS6-P8-L8-B6,#144,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#144,,0.08
KFFTAMS6-P8-L8-B6,#145,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#146,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#146,,4000
KFFTAMS6-P8-L8-B6,#147,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#147,,0.1
KFFTAMS6-P8-L8-B6,#148,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#149,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#150,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#151,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#151,,2300
KFFTAMS6-P8-L8-B6,#152,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#152,,0.08
KFFTAMS6-P8-L8-B6,#153,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#154,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#155,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#156,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#157,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#157,,1500
KFFTAMS6-P8-L8-B6,#158,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#158,,0.5
KFFTAMS6-P8-L8-B6,#159,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#160,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#160,,200
KFFTAMS6-P8-L8-B6,#161,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#161,,6000
KFFTAMS6-P8-L8-B6,#162,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#162,,0.1
KFFTAMS6-P8-L8-B6,#163,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#164,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#164,,80
KFFTAMS6-P8-L8-B6,#165,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#165,,3000
KFFTAMS6-P8-L8-B6,#166,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#166,,0.1
KFFTAMS6-P8-L8-B6,#167,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#168,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#169,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#170,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#171,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#172,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#172,,200
KFFTAMS6-P8-L8-B6,#173,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#173,,4000
KFFTAMS6-P8-L8-B6,#174,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#174,,0.12
KFFTAMS6-P8-L8-B6,#175,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#176,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#177,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#178,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#179,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#180,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#180,,120
KFFTAMS6-P8-L8-B6,#181,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#181,,3000
KFFTAMS6-P8-L8-B6,#182,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#182,,0.08
KFFTAMS6-P8-L8-B6,#183,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#184,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#184,,120
KFFTAMS6-P8-L8-B6,#185,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#185,,2500
KFFTAMS6-P8-L8-B6,#186,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#186,,0.1
KFFTAMS6-P8-L8-B6,#187,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#188,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#188,,4000
KFFTAMS6-P8-L8-B6,#189,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#189,,0.05
KFFTAMS6-P8-L8-B6,#190,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#191,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#191,,160
KFFTAMS6-P8-L8-B6,#192,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#192,,4000
KFFTAMS6-P8-L8-B6,#193,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#193,,0.08
KFFTAMS6-P8-L8-B6,#194,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#194,,1
KFFTAMS6-P8-L8-B6,#195,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#196,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#196,,160
KFFTAMS6-P8-L8-B6,#197,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#197,,4000
KFFTAMS6-P8-L8-B6,#198,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#198,,0.05
KFFTAMS6-P8-L8-B6,#199,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#199,,0.1
KFFTAMS6-P8-L8-B6,#500,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#501,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#501,,3353
KFFTAMS6-P8-L8-B6,#502,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#502,,14
KFFTAMS6-P8-L8-B6,#503,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#504,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#504,,3351
KFFTAMS6-P8-L8-B6,#505,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#505,,10
KFFTAMS6-P8-L8-B6,#506,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#507,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#507,,3353
KFFTAMS6-P8-L8-B6,#508,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#508,,14
KFFTAMS6-P8-L8-B6,#509,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#510,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#510,,3352
KFFTAMS6-P8-L8-B6,#511,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#511,,12
KFFTAMS6-P8-L8-B6,#512,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#513,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#513,,3353
KFFTAMS6-P8-L8-B6,#514,,<-- is not numeric
KFFTAMS6-P8-L8-B6,#515,,<-- is not numeric
KFQAAB6-P8-L8-B6,#100,,<-- is not numeric
KFQAAB6-P8-L8-B6,#100,,9
KFQAAB6-P8-L8-B6,#101,,<-- is not numeric
KFQAAB6-P8-L8-B6,#101,,1
KFQAAB6-P8-L8-B6,#102,,<-- is not numeric
KFQAAB6-P8-L8-B6,#102,,6
KFQAAB6-P8-L8-B6,#103,,<-- is not numeric
KFQAAB6-P8-L8-B6,#103,,8
KFQAAB6-P8-L8-B6,#104,,<-- is not numeric
KFQAAB6-P8-L8-B6,#104,,8
KFQAAB6-P8-L8-B6,#105,,<-- is not numeric
KFQAAB6-P8-L8-B6,#105,,6
KFQAAB6-P8-L8-B6,#106,,<-- is not numeric
KFQAAB6-P8-L8-B6,#106,,1
KFQAAB6-P8-L8-B6,#107,,<-- is not numeric
KFQAAB6-P8-L8-B6,#108,,<-- is not numeric
KFQAAB6-P8-L8-B6,#108,,1
KFQAAB6-P8-L8-B6,#109,,<-- is not numeric
KFQAAB6-P8-L8-B6,#109,,15
KFQAAB6-P8-L8-B6,#110,,<-- is not numeric
KFQAAB6-P8-L8-B6,#110,,4
KFQAAB6-P8-L8-B6,#111,,<-- is not numeric
KFQAAB6-P8-L8-B6,#112,,<-- is not numeric
KFQAAB6-P8-L8-B6,#112,,18.3
KFQAAB6-P8-L8-B6,#113,,<-- is not numeric
KFQAAB6-P8-L8-B6,#113,,0.15
KFQAAB6-P8-L8-B6,#114,,<-- is not numeric
KFQAAB6-P8-L8-B6,#114,,0.13
KFQAAB6-P8-L8-B6,#115,,<-- is not numeric
KFQAAB6-P8-L8-B6,#115,,0.17
KFQAAB6-P8-L8-B6,#116,,<-- is not numeric
KFQAAB6-P8-L8-B6,#116,,1.7
KFQAAB6-P8-L8-B6,#117,,<-- is not numeric
KFQAAB6-P8-L8-B6,#118,,<-- is not numeric
KFQAAB6-P8-L8-B6,#119,,<-- is not numeric
KFQAAB6-P8-L8-B6,#120,,<-- is not numeric
KFQAAB6-P8-L8-B6,#121,,<-- is not numeric
KFQAAB6-P8-L8-B6,#121,,1.6
KFQAAB6-P8-L8-B6,#122,,<-- is not numeric
KFQAAB6-P8-L8-B6,#122,,8
KFQAAB6-P8-L8-B6,#123,,<-- is not numeric
KFQAAB6-P8-L8-B6,#123,,4
KFQAAB6-P8-L8-B6,#124,,<-- is not numeric
KFQAAB6-P8-L8-B6,#124,,4
KFQAAB6-P8-L8-B6,#125,,<-- is not numeric
KFQAAB6-P8-L8-B6,#125,,0.3
KFQAAB6-P8-L8-B6,#126,,<-- is not numeric
KFQAAB6-P8-L8-B6,#127,,<-- is not numeric
KFQAAB6-P8-L8-B6,#128,,<-- is not numeric
KFQAAB6-P8-L8-B6,#128,,100
KFQAAB6-P8-L8-B6,#129,,<-- is not numeric
KFQAAB6-P8-L8-B6,#129,,200
KFQAAB6-P8-L8-B6,#130,,<-- is not numeric
KFQAAB6-P8-L8-B6,#130,,300
KFQAAB6-P8-L8-B6,#131,,<-- is not numeric
KFQAAB6-P8-L8-B6,#131,,402
KFQAAB6-P8-L8-B6,#132,,<-- is not numeric
KFQAAB6-P8-L8-B6,#132,,500
KFQAAB6-P8-L8-B6,#133,,<-- is not numeric
KFQAAB6-P8-L8-B6,#133,,600
KFQAAB6-P8-L8-B6,#134,,<-- is not numeric
KFQAAB6-P8-L8-B6,#134,,700
KFQAAB6-P8-L8-B6,#135,,<-- is not numeric
KFQAAB6-P8-L8-B6,#135,,800
KFQAAB6-P8-L8-B6,#136,,<-- is not numeric
KFQAAB6-P8-L8-B6,#136,,902
KFQAAB6-P8-L8-B6,#137,,<-- is not numeric
KFQAAB6-P8-L8-B6,#137,,1
KFQAAB6-P8-L8-B6,#138,,<-- is not numeric
KFQAAB6-P8-L8-B6,#138,,1100
KFQAAB6-P8-L8-B6,#139,,<-- is not numeric
KFQAAB6-P8-L8-B6,#140,,<-- is not numeric
KFQAAB6-P8-L8-B6,#141,,<-- is not numeric
KFQAAB6-P8-L8-B6,#142,,<-- is not numeric
KFQAAB6-P8-L8-B6,#142,,200
KFQAAB6-P8-L8-B6,#143,,<-- is not numeric
KFQAAB6-P8-L8-B6,#143,,5000
KFQAAB6-P8-L8-B6,#144,,<-- is not numeric
KFQAAB6-P8-L8-B6,#144,,0.08
